time, translated_id, translated_type, reported_id, reported_type
1403103065,10,0,Jun 18, 2014 10:51:05 AM
1403103073,10,0,Jun 18, 2014 10:51:14 AM
1403103074,10,1,Jun 18, 2014 10:51:14 AM
1403103153,10,1,Jun 18, 2014 10:52:34 AM
1403103154,10,0,Jun 18, 2014 10:52:34 AM
1403103154,10,0,Jun 18, 2014 10:52:35 AM
1403103155,10,1,Jun 18, 2014 10:52:35 AM
1403103412,10,1,Jun 18, 2014 10:56:53 AM
1403103413,10,0,Jun 18, 2014 10:56:53 AM
1403103416,10,0,Jun 18, 2014 10:56:57 AM
1403103417,10,1,Jun 18, 2014 10:56:57 AM
1403103423,10,1,Jun 18, 2014 10:57:04 AM
1403103424,10,0,Jun 18, 2014 10:57:04 AM
1403103427,10,0,Jun 18, 2014 10:57:08 AM
1403103428,10,1,Jun 18, 2014 10:57:08 AM
1403103435,10,1,Jun 18, 2014 10:57:16 AM
1403103436,10,0,Jun 18, 2014 10:57:16 AM
1403103448,10,0,Jun 18, 2014 10:57:29 AM
1403103449,10,1,Jun 18, 2014 10:57:29 AM
1403103465,10,1,Jun 18, 2014 10:57:46 AM
1403103466,10,0,Jun 18, 2014 10:57:46 AM
1403103466,10,0,Jun 18, 2014 10:57:47 AM
1403103467,10,1,Jun 18, 2014 10:57:47 AM
1403103554,10,1,Jun 18, 2014 10:59:15 AM
1403103555,10,0,Jun 18, 2014 10:59:15 AM
1403103562,10,0,Jun 18, 2014 10:59:23 AM
1403103563,10,1,Jun 18, 2014 10:59:23 AM
1403103593,10,1,Jun 18, 2014 10:59:54 AM
1403103594,10,0,Jun 18, 2014 10:59:54 AM
1403103594,10,0,Jun 18, 2014 10:59:55 AM
1403103595,10,1,Jun 18, 2014 10:59:55 AM
1403103625,10,1,Jun 18, 2014 11:00:26 AM
1403103626,10,0,Jun 18, 2014 11:00:26 AM
1403103673,10,0,Jun 18, 2014 11:01:14 AM
1403103674,10,1,Jun 18, 2014 11:01:14 AM
1403103680,10,1,Jun 18, 2014 11:01:21 AM
1403103681,10,0,Jun 18, 2014 11:01:21 AM
1403103684,10,0,Jun 18, 2014 11:01:25 AM
1403103685,10,1,Jun 18, 2014 11:01:25 AM
1403103697,10,1,Jun 18, 2014 11:01:38 AM
1403103698,10,0,Jun 18, 2014 11:01:38 AM
1403103700,10,0,Jun 18, 2014 11:01:41 AM
1403103701,10,1,Jun 18, 2014 11:01:41 AM
1403103714,10,1,Jun 18, 2014 11:01:55 AM
1403103715,10,0,Jun 18, 2014 11:01:55 AM
1403103736,10,0,Jun 18, 2014 11:02:17 AM
1403103737,10,1,Jun 18, 2014 11:02:17 AM
1403103742,10,1,Jun 18, 2014 11:02:23 AM
1403103743,10,0,Jun 18, 2014 11:02:23 AM
1403103752,10,0,Jun 18, 2014 11:02:33 AM
1403103753,10,1,Jun 18, 2014 11:02:33 AM
1403103759,10,1,Jun 18, 2014 11:02:40 AM
1403103760,10,0,Jun 18, 2014 11:02:40 AM
1403103765,10,0,Jun 18, 2014 11:02:46 AM
1403103766,10,1,Jun 18, 2014 11:02:46 AM
1403103772,10,1,Jun 18, 2014 11:02:53 AM
1403103773,10,0,Jun 18, 2014 11:02:53 AM
1403103774,10,0,Jun 18, 2014 11:02:55 AM
1403103775,10,1,Jun 18, 2014 11:02:55 AM
1403103783,10,1,Jun 18, 2014 11:03:04 AM
1403103784,10,0,Jun 18, 2014 11:03:04 AM
1403103877,10,0,Jun 18, 2014 11:04:38 AM
1403103878,10,1,Jun 18, 2014 11:04:38 AM
1403103878,10,1,Jun 18, 2014 11:04:39 AM
1403103879,10,0,Jun 18, 2014 11:04:39 AM
1403103892,10,0,Jun 18, 2014 11:04:53 AM
1403103893,10,1,Jun 18, 2014 11:04:53 AM
1403103895,10,1,Jun 18, 2014 11:04:56 AM
1403103896,10,0,Jun 18, 2014 11:04:56 AM
1403103899,10,0,Jun 18, 2014 11:05:00 AM
1403103900,10,1,Jun 18, 2014 11:05:00 AM
1403103905,10,1,Jun 18, 2014 11:05:06 AM
1403103906,10,0,Jun 18, 2014 11:05:06 AM
1403103911,10,0,Jun 18, 2014 11:05:12 AM
1403103912,10,1,Jun 18, 2014 11:05:12 AM
1403103912,10,1,Jun 18, 2014 11:05:13 AM
1403103913,10,0,Jun 18, 2014 11:05:13 AM
1403103931,10,0,Jun 18, 2014 11:05:32 PM
1403103932,10,1,Jun 18, 2014 11:05:32 PM
1403104020,10,1,Jun 18, 2014 11:07:01 AM
1403104021,10,0,Jun 18, 2014 11:07:01 AM
1403104021,10,0,Jun 18, 2014 11:07:02 AM
1403104022,10,1,Jun 18, 2014 11:07:02 AM
1403104165,10,1,Jun 18, 2014 11:09:26 AM
1403104166,10,0,Jun 18, 2014 11:09:26 AM
1403104195,10,0,Jun 18, 2014 11:09:56 AM
1403104196,10,1,Jun 18, 2014 11:09:56 AM
1403104199,10,1,Jun 18, 2014 11:10:00 AM
1403104200,10,0,Jun 18, 2014 11:10:00 AM
1403104231,10,0,Jun 18, 2014 11:10:32 AM
1403104232,10,1,Jun 18, 2014 11:10:32 AM
1403104234,10,1,Jun 18, 2014 11:10:35 AM
1403104235,10,0,Jun 18, 2014 11:10:35 AM
1403104249,10,0,Jun 18, 2014 11:10:50 AM
1403104250,10,1,Jun 18, 2014 11:10:50 AM
1403104263,10,1,Jun 18, 2014 11:11:04 AM
1403104264,10,0,Jun 18, 2014 11:11:04 AM
1403104265,10,0,Jun 18, 2014 11:11:06 AM
1403104266,10,1,Jun 18, 2014 11:11:06 AM
1403104291,10,1,Jun 18, 2014 11:11:32 AM
1403104292,10,0,Jun 18, 2014 11:11:32 AM
1403104293,10,0,Jun 18, 2014 11:11:34 AM
1403104294,10,1,Jun 18, 2014 11:11:34 AM
1403104377,10,1,Jun 18, 2014 11:12:58 AM
1403104378,10,0,Jun 18, 2014 11:12:58 AM
1403104378,10,0,Jun 18, 2014 11:12:59 AM
1403104379,10,1,Jun 18, 2014 11:12:59 AM
1403104533,10,1,Jun 18, 2014 11:15:34 AM
1403104534,10,0,Jun 18, 2014 11:15:34 AM
1403104534,10,0,Jun 18, 2014 11:15:35 AM
1403104535,10,1,Jun 18, 2014 11:15:35 AM
1403104982,10,1,Jun 18, 2014 11:23:03 AM
1403104983,10,0,Jun 18, 2014 11:23:03 AM
1403104983,10,0,Jun 18, 2014 11:23:04 AM
1403104984,10,1,Jun 18, 2014 11:23:04 AM
1403105237,10,1,Jun 18, 2014 11:27:18 AM
1403105238,10,0,Jun 18, 2014 11:27:18 AM
1403105238,10,0,Jun 18, 2014 11:27:19 AM
1403105239,10,1,Jun 18, 2014 11:27:19 AM
1403105249,10,1,Jun 18, 2014 11:27:30 AM
1403105250,10,0,Jun 18, 2014 11:27:30 AM
1403105251,10,0,Jun 18, 2014 11:27:32 AM
1403105252,10,1,Jun 18, 2014 11:27:32 AM
1403105561,10,1,Jun 18, 2014 11:32:42 AM
1403105562,10,0,Jun 18, 2014 11:32:42 AM
1403105568,10,0,Jun 18, 2014 11:32:49 AM
1403105569,10,1,Jun 18, 2014 11:32:49 AM
1403105596,10,1,Jun 18, 2014 11:33:17 AM
1403105597,10,0,Jun 18, 2014 11:33:17 AM
1403105651,10,0,Jun 18, 2014 11:34:12 AM
1403105652,10,1,Jun 18, 2014 11:34:12 AM
1403105655,10,1,Jun 18, 2014 11:34:16 AM
1403105656,10,0,Jun 18, 2014 11:34:16 AM
1403105691,10,0,Jun 18, 2014 11:34:52 AM
1403105692,10,1,Jun 18, 2014 11:34:52 AM
1403105694,10,1,Jun 18, 2014 11:34:55 AM
1403105695,10,0,Jun 18, 2014 11:34:55 AM
1403105846,10,0,Jun 18, 2014 11:37:27 AM
1403105847,10,1,Jun 18, 2014 11:37:27 AM
1403105847,10,1,Jun 18, 2014 11:37:28 AM
1403105848,10,0,Jun 18, 2014 11:37:28 AM
1403106133,10,0,Jun 18, 2014 11:42:14 AM
1403106134,10,1,Jun 18, 2014 11:42:14 AM
1403106134,10,1,Jun 18, 2014 11:42:15 AM
1403106135,10,0,Jun 18, 2014 11:42:15 AM
1403106138,10,0,Jun 18, 2014 11:42:19 AM
1403106139,10,1,Jun 18, 2014 11:42:19 AM
1403106140,10,1,Jun 18, 2014 11:42:21 AM
1403106141,10,0,Jun 18, 2014 11:42:21 AM
1403106145,10,0,Jun 18, 2014 11:42:26 AM
1403106146,10,1,Jun 18, 2014 11:42:26 AM
1403106147,10,1,Jun 18, 2014 11:42:28 AM
1403106148,10,0,Jun 18, 2014 11:42:28 AM
1403106155,10,0,Jun 18, 2014 11:42:36 AM
1403106156,10,1,Jun 18, 2014 11:42:36 AM
1403106158,10,1,Jun 18, 2014 11:42:39 AM
1403106159,10,0,Jun 18, 2014 11:42:39 AM
1403106162,10,0,Jun 18, 2014 11:42:43 AM
1403106163,10,1,Jun 18, 2014 11:42:43 AM
1403106171,10,1,Jun 18, 2014 11:42:52 AM
1403106172,10,0,Jun 18, 2014 11:42:52 AM
1403106173,10,0,Jun 18, 2014 11:42:54 AM
1403106174,10,1,Jun 18, 2014 11:42:54 AM
1403106213,10,1,Jun 18, 2014 11:43:34 AM
1403106214,10,0,Jun 18, 2014 11:43:34 AM
1403106217,10,0,Jun 18, 2014 11:43:38 AM
1403106218,10,1,Jun 18, 2014 11:43:38 AM
1403106237,10,1,Jun 18, 2014 11:43:58 AM
1403106238,10,0,Jun 18, 2014 11:43:58 AM
1403106241,10,0,Jun 18, 2014 11:44:02 AM
1403106242,10,1,Jun 18, 2014 11:44:02 AM
1403106253,10,1,Jun 18, 2014 11:44:14 AM
1403106254,10,0,Jun 18, 2014 11:44:14 AM
1403106261,10,0,Jun 18, 2014 11:44:22 AM
1403106262,10,1,Jun 18, 2014 11:44:22 AM
1403106786,10,1,Jun 18, 2014 11:53:07 AM
1403106787,10,0,Jun 18, 2014 11:53:07 AM
1403106787,10,0,Jun 18, 2014 11:53:08 AM
1403106788,10,1,Jun 18, 2014 11:53:08 AM
1403107353,10,1,Jun 18, 2014 12:02:34 PM
1403107354,10,0,Jun 18, 2014 12:02:34 PM
1403107354,10,0,Jun 18, 2014 12:02:35 PM
1403107355,10,1,Jun 18, 2014 12:02:35 PM
1403107594,10,1,Jun 18, 2014 12:06:35 PM
1403107595,10,0,Jun 18, 2014 12:06:35 PM
1403107596,10,0,Jun 18, 2014 12:06:37 PM
1403107597,10,1,Jun 18, 2014 12:06:37 PM
1403107765,10,1,Jun 18, 2014 12:09:26 PM
1403107766,10,0,Jun 18, 2014 12:09:26 PM
1403107800,10,0,Jun 18, 2014 12:10:01 PM
1403107801,10,1,Jun 18, 2014 12:10:01 PM
1403107803,10,1,Jun 18, 2014 12:10:04 PM
1403107804,10,0,Jun 18, 2014 12:10:04 PM
1403107908,10,0,Jun 18, 2014 12:11:49 PM
1403107909,10,1,Jun 18, 2014 12:11:49 PM
1403108006,10,1,Jun 18, 2014 12:13:27 PM
1403108007,10,0,Jun 18, 2014 12:13:27 PM
1403108008,10,0,Jun 18, 2014 12:13:29 PM
1403108009,10,1,Jun 18, 2014 12:13:29 PM
1403108191,10,1,Jun 18, 2014 12:16:32 PM
1403108192,10,0,Jun 18, 2014 12:16:32 PM
1403108192,10,0,Jun 18, 2014 12:16:33 PM
1403108193,10,1,Jun 18, 2014 12:16:33 PM
1403108330,10,1,Jun 18, 2014 12:18:51 PM
1403108331,10,0,Jun 18, 2014 12:18:51 PM
1403108331,10,0,Jun 18, 2014 12:18:52 PM
1403108332,10,1,Jun 18, 2014 12:18:52 PM
1403108436,10,1,Jun 18, 2014 12:20:37 PM
1403108437,10,0,Jun 18, 2014 12:20:37 PM
1403108437,10,0,Jun 18, 2014 12:20:38 PM
1403108438,10,1,Jun 18, 2014 12:20:38 PM
1403108549,10,1,Jun 18, 2014 12:22:30 PM
1403108550,10,0,Jun 18, 2014 12:22:30 PM
1403108551,10,0,Jun 18, 2014 12:22:32 PM
1403108552,10,1,Jun 18, 2014 12:22:32 PM
1403108658,10,1,Jun 18, 2014 12:24:19 PM
1403108659,10,0,Jun 18, 2014 12:24:19 PM
1403108675,10,0,Jun 18, 2014 12:24:36 PM
1403108676,10,1,Jun 18, 2014 12:24:36 PM
1403108685,10,1,Jun 18, 2014 12:24:46 PM
1403108686,10,0,Jun 18, 2014 12:24:46 PM
1403108687,10,0,Jun 18, 2014 12:24:48 PM
1403108688,10,1,Jun 18, 2014 12:24:48 PM
1403108693,10,1,Jun 18, 2014 12:24:54 PM
1403108694,10,0,Jun 18, 2014 12:24:54 PM
1403108893,10,0,Jun 18, 2014 12:28:14 PM
1403108894,10,1,Jun 18, 2014 12:28:14 PM
1403109119,10,1,Jun 18, 2014 12:32:00 PM
1403109120,10,0,Jun 18, 2014 12:32:00 PM
1403109265,10,0,Jun 18, 2014 12:34:26 PM
1403109266,10,1,Jun 18, 2014 12:34:26 PM
1403109533,10,1,Jun 18, 2014 12:38:54 PM
1403109534,10,0,Jun 18, 2014 12:38:54 PM
1403109534,10,0,Jun 18, 2014 12:38:55 PM
1403109535,10,1,Jun 18, 2014 12:38:55 PM
1403109651,10,1,Jun 18, 2014 12:40:52 PM
1403109652,10,0,Jun 18, 2014 12:40:52 PM
1403109694,10,0,Jun 18, 2014 12:41:35 PM
1403109695,10,1,Jun 18, 2014 12:41:35 PM
1403109696,10,1,Jun 18, 2014 12:41:37 PM
1403109697,10,0,Jun 18, 2014 12:41:37 PM
1403109713,10,0,Jun 18, 2014 12:41:54 PM
1403109714,10,1,Jun 18, 2014 12:41:54 PM
1403109714,10,1,Jun 18, 2014 12:41:55 PM
1403109715,10,0,Jun 18, 2014 12:41:55 PM
1403109940,10,0,Jun 18, 2014 12:45:41 PM
1403109941,10,1,Jun 18, 2014 12:45:41 PM
1403109948,10,1,Jun 18, 2014 12:45:49 PM
1403109949,10,0,Jun 18, 2014 12:45:49 PM
1403109949,10,0,Jun 18, 2014 12:45:50 PM
1403109950,10,1,Jun 18, 2014 12:45:50 PM
1403110224,10,1,Jun 18, 2014 12:50:25 PM
1403110225,10,0,Jun 18, 2014 12:50:25 PM
1403110225,10,0,Jun 18, 2014 12:50:26 PM
1403110226,10,1,Jun 18, 2014 12:50:26 PM
1403110227,10,1,Jun 18, 2014 12:50:28 PM
1403110228,10,0,Jun 18, 2014 12:50:28 PM
1403110267,10,0,Jun 18, 2014 12:51:08 PM
1403110268,10,1,Jun 18, 2014 12:51:08 PM
1403110270,10,1,Jun 18, 2014 12:51:11 PM
1403110271,10,0,Jun 18, 2014 12:51:11 PM
1403110288,10,0,Jun 18, 2014 12:51:29 PM
1403110289,10,1,Jun 18, 2014 12:51:29 PM
1403110290,10,1,Jun 18, 2014 12:51:31 PM
1403110291,10,0,Jun 18, 2014 12:51:31 PM
1403110354,10,0,Jun 18, 2014 12:52:35 PM
1403110355,10,1,Jun 18, 2014 12:52:35 PM
1403110356,10,1,Jun 18, 2014 12:52:37 PM
1403110357,10,0,Jun 18, 2014 12:52:37 PM
1403110358,10,0,Jun 18, 2014 12:52:39 PM
1403110359,10,1,Jun 18, 2014 12:52:39 PM
1403110363,10,1,Jun 18, 2014 12:52:44 PM
1403110364,10,0,Jun 18, 2014 12:52:44 PM
1403110366,10,0,Jun 18, 2014 12:52:47 PM
1403110367,10,1,Jun 18, 2014 12:52:47 PM
1403171459,10,1,Jun 19, 2014 5:51:00 AM
1403171460,10,0,Jun 19, 2014 5:51:00 AM
1403173582,10,0,Jun 19, 2014 6:26:23 AM
1403173583,10,1,Jun 19, 2014 6:26:23 AM
1403182245,10,1,Jun 19, 2014 8:50:46 AM
1403182246,10,0,Jun 19, 2014 8:50:46 AM
1403184406,10,0,Jun 19, 2014 9:26:47 AM
1403184407,10,1,Jun 19, 2014 9:26:47 AM
1403185313,10,1,Jun 19, 2014 9:41:54 AM
1403185314,10,0,Jun 19, 2014 9:41:54 AM
1403185352,10,0,Jun 19, 2014 9:42:33 AM
1403185353,10,1,Jun 19, 2014 9:42:33 AM
1403185388,10,1,Jun 19, 2014 9:43:09 AM
1403185389,10,0,Jun 19, 2014 9:43:09 AM
1403185414,10,0,Jun 19, 2014 9:43:35 AM
1403185415,10,1,Jun 19, 2014 9:43:35 AM
1403185445,10,1,Jun 19, 2014 9:44:06 AM
1403185446,10,0,Jun 19, 2014 9:44:06 AM
1403186236,10,0,Jun 19, 2014 9:57:17 PM
1403186237,10,1,Jun 19, 2014 9:57:17 PM
1403196098,10,1,Jun 19, 2014 12:41:39 PM
1403196099,10,0,Jun 19, 2014 12:41:39 PM
1403196136,10,0,Jun 19, 2014 12:42:17 PM
1403196137,10,1,Jun 19, 2014 12:42:17 PM
1403196268,10,1,Jun 19, 2014 12:44:29 PM
1403196269,10,0,Jun 19, 2014 12:44:29 PM
1403196294,10,0,Jun 19, 2014 12:44:55 PM
1403196295,10,1,Jun 19, 2014 12:44:55 PM
1403196351,10,1,Jun 19, 2014 12:45:52 PM
1403196352,10,0,Jun 19, 2014 12:45:52 PM
1403196379,10,0,Jun 19, 2014 12:46:20 PM
1403196380,10,1,Jun 19, 2014 12:46:20 PM
1403241782,10,1,Jun 20, 2014 1:23:03 PM
1403241783,10,0,Jun 20, 2014 1:23:03 PM
1403241820,10,0,Jun 20, 2014 1:23:41 PM
1403241821,10,1,Jun 20, 2014 1:23:41 PM
1403242816,10,1,Jun 20, 2014 1:40:17 PM
1403242817,10,0,Jun 20, 2014 1:40:17 PM
1403243493,10,0,Jun 20, 2014 1:51:34 AM
1403243494,10,1,Jun 20, 2014 1:51:34 AM
1403245687,10,1,Jun 20, 2014 2:28:08 PM
1403245688,10,0,Jun 20, 2014 2:28:08 PM
1403250639,10,0,Jun 20, 2014 3:50:40 AM
1403250640,10,1,Jun 20, 2014 3:50:40 AM
1403275941,10,1,Jun 20, 2014 10:52:22 PM
1403275942,10,0,Jun 20, 2014 10:52:22 PM
1403275980,10,0,Jun 20, 2014 10:53:01 PM
1403275981,10,1,Jun 20, 2014 10:53:01 PM
1403276035,10,1,Jun 20, 2014 10:53:56 PM
1403276036,10,0,Jun 20, 2014 10:53:56 PM
1403280069,10,0,Jun 20, 2014 12:01:10 PM
1403280070,10,1,Jun 20, 2014 12:01:10 PM
1403280938,10,1,Jun 20, 2014 12:15:39 PM
1403280939,10,0,Jun 20, 2014 12:15:39 PM
1403280999,10,0,Jun 20, 2014 12:16:40 PM
1403281000,10,1,Jun 20, 2014 12:16:40 PM
1403283491,10,1,Jun 20, 2014 12:58:12 PM
1403283492,10,0,Jun 20, 2014 12:58:12 PM
1403335642,10,0,Jun 21, 2014 3:27:23 AM
1403335643,10,1,Jun 21, 2014 3:27:23 AM
1403336635,10,1,Jun 21, 2014 3:43:56 AM
1403336636,10,0,Jun 21, 2014 3:43:56 AM
1403336642,10,0,Jun 21, 2014 3:44:03 AM
1403336643,10,1,Jun 21, 2014 3:44:03 AM
1403337122,10,1,Jun 21, 2014 3:52:03 AM
1403337123,10,0,Jun 21, 2014 3:52:03 AM
1403337124,10,0,Jun 21, 2014 3:52:05 AM
1403337125,10,1,Jun 21, 2014 3:52:05 AM
1403337274,10,1,Jun 21, 2014 3:54:35 AM
1403337275,10,0,Jun 21, 2014 3:54:35 AM
1403337278,10,0,Jun 21, 2014 3:54:39 AM
1403337279,10,1,Jun 21, 2014 3:54:39 AM
1403337415,10,1,Jun 21, 2014 3:56:56 AM
1403337416,10,0,Jun 21, 2014 3:56:56 AM
1403337417,10,0,Jun 21, 2014 3:56:58 AM
1403337418,10,1,Jun 21, 2014 3:56:58 AM
1403337423,10,1,Jun 21, 2014 3:57:04 AM
1403337424,10,0,Jun 21, 2014 3:57:04 AM
1403337424,10,0,Jun 21, 2014 3:57:05 AM
1403337425,10,1,Jun 21, 2014 3:57:05 AM
1403338075,10,1,Jun 21, 2014 4:07:56 AM
1403338076,10,0,Jun 21, 2014 4:07:56 AM
1403338085,10,0,Jun 21, 2014 4:08:06 AM
1403338086,10,1,Jun 21, 2014 4:08:06 AM
1403338735,10,1,Jun 21, 2014 4:18:56 AM
1403338736,10,0,Jun 21, 2014 4:18:56 AM
1403339992,10,0,Jun 21, 2014 4:39:53 PM
1403339993,10,1,Jun 21, 2014 4:39:53 PM
1403347280,10,1,Jun 21, 2014 6:41:21 AM
1403347281,10,0,Jun 21, 2014 6:41:21 AM
1403347925,10,0,Jun 21, 2014 6:52:06 AM
1403347926,10,1,Jun 21, 2014 6:52:06 AM
1403348059,10,1,Jun 21, 2014 6:54:20 AM
1403348060,10,0,Jun 21, 2014 6:54:20 AM
1403348061,10,0,Jun 21, 2014 6:54:22 AM
1403348062,10,1,Jun 21, 2014 6:54:22 AM
1403348282,10,1,Jun 21, 2014 6:58:03 AM
1403348283,10,0,Jun 21, 2014 6:58:03 AM
1403348283,10,0,Jun 21, 2014 6:58:04 AM
1403348284,10,1,Jun 21, 2014 6:58:04 AM
1403348290,10,1,Jun 21, 2014 6:58:11 AM
1403348291,10,0,Jun 21, 2014 6:58:11 AM
1403348327,10,0,Jun 21, 2014 6:58:48 AM
1403348328,10,1,Jun 21, 2014 6:58:48 AM
1403348344,10,1,Jun 21, 2014 6:59:05 AM
1403348345,10,0,Jun 21, 2014 6:59:05 AM
1403348352,10,0,Jun 21, 2014 6:59:13 AM
1403348353,10,1,Jun 21, 2014 6:59:13 AM
1403348358,10,1,Jun 21, 2014 6:59:19 AM
1403348359,10,0,Jun 21, 2014 6:59:19 AM
1403348361,10,0,Jun 21, 2014 6:59:22 AM
1403348362,10,1,Jun 21, 2014 6:59:22 AM
1403348563,10,1,Jun 21, 2014 7:02:44 AM
1403348564,10,0,Jun 21, 2014 7:02:44 AM
1403348568,10,0,Jun 21, 2014 7:02:49 AM
1403348569,10,1,Jun 21, 2014 7:02:49 AM
1403348573,10,1,Jun 21, 2014 7:02:54 AM
1403348574,10,0,Jun 21, 2014 7:02:54 AM
1403348604,10,0,Jun 21, 2014 7:03:25 AM
1403348605,10,1,Jun 21, 2014 7:03:25 AM
1403348605,10,1,Jun 21, 2014 7:03:26 AM
1403348606,10,0,Jun 21, 2014 7:03:26 AM
1403348626,10,0,Jun 21, 2014 7:03:47 AM
1403348627,10,1,Jun 21, 2014 7:03:47 AM
1403348634,10,1,Jun 21, 2014 7:03:55 AM
1403348635,10,0,Jun 21, 2014 7:03:55 AM
1403348635,10,0,Jun 21, 2014 7:03:56 AM
1403348636,10,1,Jun 21, 2014 7:03:56 AM
1403348651,10,1,Jun 21, 2014 7:04:12 AM
1403348652,10,0,Jun 21, 2014 7:04:12 AM
1403348658,10,0,Jun 21, 2014 7:04:19 AM
1403348659,10,1,Jun 21, 2014 7:04:19 AM
1403348670,10,1,Jun 21, 2014 7:04:31 AM
1403348671,10,0,Jun 21, 2014 7:04:31 AM
1403348674,10,0,Jun 21, 2014 7:04:35 AM
1403348675,10,1,Jun 21, 2014 7:04:35 AM
1403348680,10,1,Jun 21, 2014 7:04:41 AM
1403348681,10,0,Jun 21, 2014 7:04:41 AM
1403348685,10,0,Jun 21, 2014 7:04:46 AM
1403348686,10,1,Jun 21, 2014 7:04:46 AM
1403349004,10,1,Jun 21, 2014 7:10:05 AM
1403349005,10,0,Jun 21, 2014 7:10:05 AM
1403349025,10,0,Jun 21, 2014 7:10:26 AM
1403349026,10,1,Jun 21, 2014 7:10:26 AM
1403349028,10,1,Jun 21, 2014 7:10:29 AM
1403349029,10,0,Jun 21, 2014 7:10:29 AM
1403349031,10,0,Jun 21, 2014 7:10:32 AM
1403349032,10,1,Jun 21, 2014 7:10:32 AM
1403349053,10,1,Jun 21, 2014 7:10:54 AM
1403349054,10,0,Jun 21, 2014 7:10:54 AM
1403349067,10,0,Jun 21, 2014 7:11:08 AM
1403349068,10,1,Jun 21, 2014 7:11:08 AM
1403349087,10,1,Jun 21, 2014 7:11:28 AM
1403349088,10,0,Jun 21, 2014 7:11:28 AM
1403349093,10,0,Jun 21, 2014 7:11:34 AM
1403349094,10,1,Jun 21, 2014 7:11:34 AM
1403349152,10,1,Jun 21, 2014 7:12:33 AM
1403349153,10,0,Jun 21, 2014 7:12:33 AM
1403349197,10,0,Jun 21, 2014 7:13:18 AM
1403349198,10,1,Jun 21, 2014 7:13:18 AM
1403349221,10,1,Jun 21, 2014 7:13:42 AM
1403349222,10,0,Jun 21, 2014 7:13:42 AM
1403349228,10,0,Jun 21, 2014 7:13:49 AM
1403349229,10,1,Jun 21, 2014 7:13:49 AM
1403349231,10,1,Jun 21, 2014 7:13:52 AM
1403349232,10,0,Jun 21, 2014 7:13:52 AM
1403349317,10,0,Jun 21, 2014 7:15:18 AM
1403349318,10,1,Jun 21, 2014 7:15:18 AM
1403349325,10,1,Jun 21, 2014 7:15:26 AM
1403349326,10,0,Jun 21, 2014 7:15:26 AM
1403349329,10,0,Jun 21, 2014 7:15:30 AM
1403349330,10,1,Jun 21, 2014 7:15:30 AM
1403349333,10,1,Jun 21, 2014 7:15:34 AM
1403349334,10,0,Jun 21, 2014 7:15:34 AM
1403349344,10,0,Jun 21, 2014 7:15:45 AM
1403349345,10,1,Jun 21, 2014 7:15:45 AM
1403349345,10,1,Jun 21, 2014 7:15:46 AM
1403349346,10,0,Jun 21, 2014 7:15:46 AM
1403349346,10,0,Jun 21, 2014 7:15:47 AM
1403349347,10,1,Jun 21, 2014 7:15:47 AM
1403349365,10,1,Jun 21, 2014 7:16:06 AM
1403349366,10,0,Jun 21, 2014 7:16:06 AM
1403349375,10,0,Jun 21, 2014 7:16:16 AM
1403349376,10,1,Jun 21, 2014 7:16:16 AM
1403349520,10,1,Jun 21, 2014 7:18:41 AM
1403349521,10,0,Jun 21, 2014 7:18:41 AM
1403349521,10,0,Jun 21, 2014 7:18:42 AM
1403349522,10,1,Jun 21, 2014 7:18:42 AM
1403349568,10,1,Jun 21, 2014 7:19:29 AM
1403349569,10,0,Jun 21, 2014 7:19:29 AM
1403349570,10,0,Jun 21, 2014 7:19:31 AM
1403349571,10,1,Jun 21, 2014 7:19:31 AM
1403349596,10,1,Jun 21, 2014 7:19:57 AM
1403349597,10,0,Jun 21, 2014 7:19:57 AM
1403349603,10,0,Jun 21, 2014 7:20:04 AM
1403349604,10,1,Jun 21, 2014 7:20:04 AM
1403349608,10,1,Jun 21, 2014 7:20:09 AM
1403349609,10,0,Jun 21, 2014 7:20:09 AM
1403349609,10,0,Jun 21, 2014 7:20:10 AM
1403349610,10,1,Jun 21, 2014 7:20:10 AM
1403349614,10,1,Jun 21, 2014 7:20:15 AM
1403349615,10,0,Jun 21, 2014 7:20:15 AM
1403349643,10,0,Jun 21, 2014 7:20:44 AM
1403349644,10,1,Jun 21, 2014 7:20:44 AM
1403349646,10,1,Jun 21, 2014 7:20:47 AM
1403349647,10,0,Jun 21, 2014 7:20:47 AM
1403349663,10,0,Jun 21, 2014 7:21:04 AM
1403349664,10,1,Jun 21, 2014 7:21:04 AM
1403349666,10,1,Jun 21, 2014 7:21:07 AM
1403349667,10,0,Jun 21, 2014 7:21:07 AM
1403349671,10,0,Jun 21, 2014 7:21:12 AM
1403349672,10,1,Jun 21, 2014 7:21:12 AM
1403349686,10,1,Jun 21, 2014 7:21:27 AM
1403349687,10,0,Jun 21, 2014 7:21:27 AM
1403349691,10,0,Jun 21, 2014 7:21:32 AM
1403349692,10,1,Jun 21, 2014 7:21:32 AM
1403349695,10,1,Jun 21, 2014 7:21:36 AM
1403349696,10,0,Jun 21, 2014 7:21:36 AM
1403349697,10,0,Jun 21, 2014 7:21:38 AM
1403349698,10,1,Jun 21, 2014 7:21:38 AM
1403349706,10,1,Jun 21, 2014 7:21:47 AM
1403349707,10,0,Jun 21, 2014 7:21:47 AM
1403349738,10,0,Jun 21, 2014 7:22:19 AM
1403349739,10,1,Jun 21, 2014 7:22:19 AM
